PMID,sent_id,year,journal,title,doi,text,gene,trait,ontology_id,ontology_type,confidence,evidence_code,source_db
33022691,19340484,2020,PloS one,Intraspecific competition counters the effects of elevated and optimal temperatures on phloem-feeding insects in tropical and temperate rice.,,"The experiment was replicated over two periods of about 50 days, i.e., a total of four runs each for plants (IR22 and T65) at 25 and 30 C (N = 4).Plants were infested with recently emerged (<= 3 days), gravid females of either BPH or WBPH at one of seven densities (1, 2, 4, 6, 8, 10 and 12 females) with densities randomly assigned to plants of each variety in chambers set at 25, 30 or 35 C. Densities were selected based on the numbers of adult females observed on rice plants of 15-30 DAS at sites in the Philippines.",,,,,,,
33612910,20523215,2020,Functional ecology,Positive and negative interspecific interactions between coexisting rice planthoppers neutralise the effects of elevated temperatures.,,"Furthermore, BPH feeding induces the production of (Z)-3-hexenal in rice (Wang et al., 2008); the volatile (Z)-3-hexanal is associated with susceptibility to WBPH (Wang et al., 2015).",,,,,,,
33612910,20523098,2020,Functional ecology,Positive and negative interspecific interactions between coexisting rice planthoppers neutralise the effects of elevated temperatures.,,"We conducted the experiments using indica and japonica rice varieties based on observations that WBPH performs better on japonica varieties and BPH on indica varieties (Horgan, Srinivasan, et al., 2016).",,,,,,,
32238850,17280974,2020,Scientific reports,Rice phenolamindes reduce the survival of female adults of the white-backed planthopper Sogatella furcifera.,,"Similarly, WBPH nymph infestation did not induce the production of H2O2 in rice at 2 and 4 d after infestation, yet WBPH gravid female infestation did significantly enhance levels of H2O2 (Fig. 1c).",,,,,,,
33022691,19340454,2020,PloS one,Intraspecific competition counters the effects of elevated and optimal temperatures on phloem-feeding insects in tropical and temperate rice.,,"Whereas BPH and WBPH have relatively conserved temperature reaction norms over their distribution ranges, tropical and temperate rice varieties both display a wide range of temperature optima.",,,,,,,
33022691,19340598,2020,PloS one,Intraspecific competition counters the effects of elevated and optimal temperatures on phloem-feeding insects in tropical and temperate rice.,,"Tolerance to planthopper feeding can be augmented by adding soil nutrients (i.e., nitrogen for WBPH or potassium for BPH) to rice crops.",,,,,,,
32603337,18172875,2020,PloS one,Temperature-dependent oviposition and nymph performance reveal distinct thermal niches of coexisting planthoppers with similar thresholds for development.,,Feeding by BPH also induces rice susceptibility to WBPH.,,,,,,,
31700122,15768291,2019,Scientific reports,Comparison of upper sublethal and lethal temperatures in three species of rice planthoppers.,,"It can be expected that the heat-tolerant insect pest species will better adapt to temperature increases associated with global warming in the future.Stock culture of the planthoppers (SBPH, BPH and WBPH) were established from samples collected from Zhengzhou (N34 53'35.70'', E113 38'8.53''; SBPH) and Xing'An (N25 36'13.10'', E110 41'17.30''; BPH and WBPH), China and reared on potted rice seedlings (var. Taichong1) at tillering stage in insect-proof cages.",,,,,,,
31700122,15768212,2019,Scientific reports,Comparison of upper sublethal and lethal temperatures in three species of rice planthoppers.,,"The upper sublethal and lethal temperatures were compared between adults of three closely related destructive planthopper species, the small brown planthopper (Laodelphax striatellus, SBPH), the brown planthopper (Nilaparvata lugens, BPH), and the white-backed planthopper (Sogatella furcifera, WBPH) in the absence and presence of the host plant (Oryza sativa, var. Taichong1).",,,,,,,
30739972,13645679,2019,"Crop protection (Guildford, Surrey)",Unanticipated benefits and potential ecological costs associated with pyramiding leafhopper resistance loci in rice.,,"Some paradigms, for example the maintenance of refuge areas to delay virulence adaptation, continue to govern current management practices for resistant crops without consideration of the inherent differences between transgenic resistance and conventional resistance based on 'native' genes (i.e., derived from the crop species or its wild relatives).A range of phloem-feeding insects, including leafhoppers (e.g., the green rice leafhopper [GRH], Nephottetix cincticeps, and green leafhopper [GLH], N. virescens) and planthoppers (e.g., the brown planthopper [BPH], Nilaparvata lugens, and whitebacked planthopper [WBPH], Sogatella furcifera), currently challenge rice production in Asia.",,,,,,,
31540185,15352509,2019,International journal of molecular sciences,Transcriptome Analysis of Sogatella furcifera (Homoptera: Delphacidae) in Response to Sulfoxaflor and Functional Verification of Resistance-Related P450 Genes.,,"Therefore, overexpression of CYP6FD1 and CYP4FD2 may be one of the primary factors in the development of sulfoxaflor resistance in S. furcifera.The white-back planthopper (WBPH), Sogatella furcifera (Horvath) (Homoptera: Delphacidae), is an important insect pest in rice-growing countries in Asia that seriously affects rice yields by sucking juice from the rice stem, resulting in slow growth, yellowing, and even lodging and a phenomenon known as'hopper burn', leading to the death of rice plants in severe cases and crop failure.",,,,,,,
31468345,15204698,2019,Botanical studies,Genomic and phenotypic evaluation of rice susceptible check TN1 collected in Taiwan.,,"Furthermore, there is no different on plant susceptibility among these three accessions against C. medinalis and Nilaparvata lugens.Our study indicates that it is appropriate to use TN1 in Taiwan to test for rice insect susceptibility as it yields consistent results.Taichung Native 1 (TN1) is a variety of rice (Oryza sativa L.) used worldwide as a susceptible check for insect and pathogen resistance studies, such as whitebacked planthopper (Sogatella furcifera) (Angeles et al. ; Tan et al. ; Wu and Khush; Yang et al. ), brown planthopper (Nilaparvata lugens) (Deen et al. ; Du et al. ; Jing et al. ; Tan et al. ), bacterial blight (Xanthomonas oryzae) (Kumar et al. ; Lee et al. ; Tseng et al. ; Yugander et al. ), Asian rice gall midge (Orseolia oryzae) (Rawat et al. ), green leafhopper (Nephotettix virescens) (Vu et al. ), rice leaffolder (Cnaphalocrocis medinalis) (Guo et al. ; Han et al. ), rice stem borer (Chilo suppressalis) (Liu et al.).",,,,,,,
30696039,13575224,2019,"Plants (Basel, Switzerland)",Tolerance of Iron-Deficient and -Toxic Soil Conditions in Rice.,,"From those studies, tolerant genotypes, such as Pusa-33, ARC 10372, IR36, and Cauvery, and moderately tolerant genotypes, such as WBPH 25, Prasanna, and Akashi were identified in comparison to control conditions under FD.Under FTS, irrespective of the experimental conditions (pot/field), evaluating genotypes at 80 DAS is a more reliable and accurate stage for LBS than at 40 and 60 DAS in the two hotspot regions of FT soil at Africa Rice Centre.",,,,,,,
30626674,13461734,2019,Journal of virology,Horizontal Transfer of a Retrotransposon from the Rice Planthopper to the Genome of an Insect DNA Virus.,,"With the large amounts of new genomes and short read archives deposited in public databases, more virus-mediated eukaryote-to-eukaryote HT will no doubt be revealed and contribute to our understanding of mechanisms underlying HT between eukaryotes.The small brown planthopper (SBPH; Laodelphax striatellus), brown planthopper (BPH; Nilaparvata lugens), and white-backed planthopper (WBPH; Sogatella furcifera), generally called rice planthoppers, belong to family Delphacidae (order Hemiptera) and are three of the most destructive insect pests of rice in tropical and temperate regions of Asia.",,,,,,,
30739972,13645794,2019,"Crop protection (Guildford, Surrey)",Unanticipated benefits and potential ecological costs associated with pyramiding leafhopper resistance loci in rice.,,"WBPH laid more eggs on qGRH4-NIL and GRH5/qGRH4-PYL than on T65 (Fig. 2 E).The numbers of herbivore species with nymph mortality above 50% (including published data from seedling tests with N. cincticeps:) and with significant reductions in egg-laying compared to phloem feeders on T65 were correlated with the number of loci in each line (Spearman's R14 = 0.531, P = 0.051 for both nymph mortality and egg-laying reduction: Fig. 1B and C).Results from the greenhouse experiment are presented in Tables S3A and S3B together with four extra rice lines that were not included in the controlled screen house experiments.Nitrogen increased growth and grain yields under screen house conditions (Fig. 3).",,,,,,,
31113376,14397244,2019,BMC genomics,Identification of genes underlying phenotypic plasticity of wing size via insulin signaling pathway by network-based analysis in Sogatella furcifera.,,"The ability of a single genotype to exhibit variable morphology or physiology in response to changing environmental conditions is crucial to the adaptation and survival of most life forms.The two rice planthoppers; the white-backed planthopper (WBPH, Sogatella furcifera) and the brown planthopper (BPH, Nilaparvata lugens), belong to the order Hemiptera and exhibit wing dimorphism.",,,,,,,
31620116,15561461,2019,Frontiers in microbiology,"Characterization of a Bacterial Symbiont Asaia sp. in the White-Backed Planthopper, Sogatella furcifera, and Its Effects on Host Fitness.",,"in WBPH and its functional association with WBPH, in this study, we detected Asaia in WBPH through diagnostic PCR and morphological observation by transmission electron microscopy (TEM), performed phylogenetic analysis by cloning, and sequencing the 16S rDNA of Asaia, determined Asaia densities in WBPH by quantitative PCR, and measured Asaia effects on WBPH fitness.A laboratory WBPH population (Lab population) originated from a colony collected in 2014 from rice fields in Xing'an (25 36'18'' N, 110 42'16'' E), China, was maintained using caged rice seedlings (var. Taichung Native 1, TN1) for 27 generations in an insectary (27 +- 5 C, relative humidity 80 +- 5%, and a photoperiod of 14 L: 10 D).",,,,,,,
29695083,11653246,2018,International journal of molecular sciences,The Commonly Used Bactericide Bismerthiazol Promotes Rice Defenses against Herbivores.,,"Moreover, bismerthiazol treatment also increased both the parasitism rate of WBPH eggs laid on plants in the field by Anagrus nilaparvatae, and also the resistance of rice to the brown planthopper (BPH) Nilaparvata lugens and the striped stem borer (SSB) Chilo suppressalis.",,,,,,,
30248141,12576754,2018,PloS one,Characterization and comparative analysis of microRNAs in the rice pest Sogatella furcifera.,,"This study will provide new information on elucidating the regulatory role of miRNAs in sexually dimorphic traits and the development of vector control strategies for the insect pest.WBPH was reared and maintained to the adult stage (male and female) on healthy rice seedlings grown in a climate chamber with a temperature of 26 C, 70% relative humidity, and a photoperiod of 16 hours of light and 8 hours of dark.",,,,,,,
29695083,11653306,2018,International journal of molecular sciences,The Commonly Used Bactericide Bismerthiazol Promotes Rice Defenses against Herbivores.,,"Thus, higher elicited levels of H2O2 and of JA, JA-Ile and ET in bismerthiazol-treated plants compared to in untreated plants contributed at least partially to plant's enhanced resistance to WBPH and BPH, as well as to SSB.Volatile analysis found that the exogenous application of bismerthiazol on rice plants could induce the production of six volatile chemicals and enhance levels of two chemicals, although the amount of total volatiles was not much increased.",,,,,,,
29899498,11952175,2018,Scientific reports,A virus plays a role in partially suppressing plant defenses induced by the viruliferous vectors.,,"Additionally, the 72 hpi samples were used to determine proteinase inhibitor activity.Phytohormones were quantified by liquid chromatography-mass spectrometry to detect the influence of WBPH infestation of the plants and SRBSDV infection of the WBPH on phytohormone levels in rice plants.",,,,,,,
29695083,11653297,2018,International journal of molecular sciences,The Commonly Used Bactericide Bismerthiazol Promotes Rice Defenses against Herbivores.,,"These changes enhanced the direct resistance of rice to WBPH, BPH and SSB, as well as the indirect resistance of rice to planthoppers, by attracting A. nilaparvatae, the egg parasitoid of rice planthoppers (Figure 1, Figure 2, Figure 5 and Figure 6).",,,,,,,
29695083,11653340,2018,International journal of molecular sciences,The Commonly Used Bactericide Bismerthiazol Promotes Rice Defenses against Herbivores.,,"N,N-Dimethylformamide and Tween-60 were purchased from Sinopharm Chemical Reagent Co. Ltd., Shanghai, China.Colonies of WBPH, BPH and SSB were originally obtained from rice fields in Hangzhou, China, and maintained on TN 1 (a variety susceptible to the three herbivore species) rice seedlings in a controlled climate room (26 +- 2  C, 14 h light, 10 h dark, 80% relative humidity).For bimerthiazol treatment, two methods were used: root treatment and spray treatment.",,,,,,,
30006850,12144856,2018,"Rice (New York, N.Y.)","Expression Profile of Defense Genes in Rice Lines Pyramided with Resistance Genes Against Bacterial Blight, Fungal Blast and Insect Gall Midge.",,"In addition, two genes reported to be involved in rice-BB interaction and five target genes in the pyramided lines were also selected (Table 2) in the present study.Test lines were evaluated against target pests like BB, BL and GM and against non-target pests like sheath blight (ShB), rice tungro virus (RTV), brown planthopper (BPH), white backed planthopper (WBPH), leaffolder (LF) and yellow stem borer (YSB) under greenhouse and/or field condition as per the standard evaluation system for rice (International Rice Research Institute (IRRI),).",,,,,,,
29593771,11495448,2018,Frontiers in plant science,Checkmite!? Is the Resistance to Phytophagous Mites on Short and Stocky Wild Oryza Species?,,"O. minuta (2n = 48, BBCC genome, 1 m tall, perennial) exhibits significant potential to resist to several pests/diseases (http://archive.gramene.org/species/oryza_species/o_minuta.html), including blast blight, bacterial blight (BB), white-backed planthopper (WBPH), and brown planthopper (BPH) (Amante-Bordeos et al.,; You et al.,; Rahman et al.,; Asaf et al.,), which are damaging to the growth and yield of cultivated rice.",,,,,,,
29695083,11653294,2018,International journal of molecular sciences,The Commonly Used Bactericide Bismerthiazol Promotes Rice Defenses against Herbivores.,,"This result indicates that bismerthiazol treatment was also able to increase the indirect resistance of rice to WBPH.To determine whether bismerthiazol induces the broad-spectrum resistance of rice to herbivores, we also measured the influence of bismerthiazol treatment on the performance of another piercing and sucking herbivore, BPH, and a chewing herbivore, SSB.",,,,,,,
29855556,11858212,2018,Scientific reports,Expression of hybrid fusion protein (Cry1Ac::ASAL) in transgenic rice plants imparts resistance against multiple insect pests.,,"Transgenic rice expressing ASAL exhibited explicit resistance against hemipteran insects BPH, green leafhopper (GLH) and white backed planthopper (WBPH).",,,,,,,
29695083,11653266,2018,International journal of molecular sciences,The Commonly Used Bactericide Bismerthiazol Promotes Rice Defenses against Herbivores.,,"The results demonstrate that bismerthiazol can act as a chemical elicitor to increase the resistance of rice to herbivores.The survival rates of WBPH nymphs fed on plants that were grown in a nutrient solution with a concentration of 10, 20 or 50 mg L-1 bismerthiazol decreased by 26.9%, 28.1% and 94%, respectively, relative to untreated plants (Figure 1a).",,,,,,,
29695083,11653281,2018,International journal of molecular sciences,The Commonly Used Bactericide Bismerthiazol Promotes Rice Defenses against Herbivores.,,"Bismerthiazol treatment only slightly enhanced SA levels in rice at 3 h after treatment and did not influence the production of SA in plants that had also been exposed to WBPH infestation plants (Figure S2).As was observed in JA-Ile accumulation, bismerthiazol treatment alone did not induce the ET production in plants.",,,,,,,
29899498,11952162,2018,Scientific reports,A virus plays a role in partially suppressing plant defenses induced by the viruliferous vectors.,,"Previous reports showed similar JA marker gene expression patterns in rice plants after bacterial blight disease inoculation, i.e., up-regulated LOX and reduced AOS2 and in tomato plants infested by B. tabaci, i.e. up-regulated JA upstream gene LOX and reduced downstream gene PI II and JA concentrations.In conclusion, our results demonstrate that previous WBPH infestation increases the SA-mediated plant defenses, which accounts for the reduced performance of subsequent WBPH infestation on the infested vs uninfested rice plants.",,,,,,,
29855556,11858254,2018,Scientific reports,Expression of hybrid fusion protein (Cry1Ac::ASAL) in transgenic rice plants imparts resistance against multiple insect pests.,,"Transgenic rice expressing ASAL exhibited ample resistance against sucking insects BPH, GLH and WBPH.",,,,,,,
29899498,11952171,2018,Scientific reports,A virus plays a role in partially suppressing plant defenses induced by the viruliferous vectors.,,"In our laboratory colonies, about 80% of the insects and plants designated as SRBSDV-positive were confirmed to be really SRBSDV-positive.To determine the effects of WBPH infestation and SRBSDV infection of the WBPH on defense related phytohormone pathways and proteinase inhibitor activity, one 35-45 day old rice seedling was exposed to 20 viruliferous or nonviruliferous macropterous females in a plastic tube (3 cm x 8 cm) within a climatic chamber (27 +- 2  C, 15 L: 9D, RH 75%).",,,,,,,
29899498,11952119,2018,Scientific reports,A virus plays a role in partially suppressing plant defenses induced by the viruliferous vectors.,,"However, in the SRBSDV-rice-WBPH system, it remains unknown whether virus infection of WBPH would affect plant defenses induced by a previous attack and what is the consequence for subsequent conspecific infestation.Proteinase inhibitor (PI) is an inducible defense-related protein that is regulated by JA signal pathway.",,,,,,,
29695083,11653264,2018,International journal of molecular sciences,The Commonly Used Bactericide Bismerthiazol Promotes Rice Defenses against Herbivores.,,"In this study, we found that bismerthiazol was not directly toxic to herbivores but enhanced levels of constitutive and herbivore-induced JA, JA-Ile, ET and H2O2, and these subsequently induced the resistance of rice to WBPH, BPH and SSB.",,,,,,,
30380782,12825008,2018,Viruses,Impact of Two Reoviruses and Their Coinfection on the Rice RNAi System and vsiRNA Production.,,"Five late-stage WBPH or BPH nymphs were used to inoculate the rice plants; the plants singly infected with SRBSDV or RRSV were obtained by inoculation with viruliferous WBPHs or BPHs, respectively, and the plants co-infected with SRBSDV and RRSV were obtained by inoculation with both viruliferous WBPHs and BPHs.",,,,,,,
29949918,12033587,2018,Viruses,Metabolomic Changes in Sogatella furcifera under Southern rice black-streaked dwarf virus Infection and Temperature Stress.,,"The metabolomics study suggests that SRBSDV may influence the extreme temperature tolerance of WBPH by regulating the accumulation of amino acids, sugars, and polyols in the insect body.Southern rice black-streaked dwarf virus (SRBSDV) is a newly emerged rice fjivirus species (family Reoviridae) that is efficiently transmitted by the white-backed planthopper (WBPH, Sogatella furcifera), a long-distance migratory pest, in a persistent, circulative, and propagative manner.",,,,,,,
28740253,9945430,2017,Scientific reports,Effects of Transgenic Rice Infected with SRBSDV on Bt expression and the Ecological Fitness of Non-vector Brown Planthopper Nilaparvata lugens.,,"This might be due to the slightly lower amino acid content of the MH63 plants.BPH and WBPH were continuously maintained in a control chamber at the Zhejiang Academy of Agricultural Sciences (26 +- 1  C, relative humidity 70-90%, 12-hour light/12-hour dark cycle) on the susceptible rice variety TN1.Transgenic Bt rice lines (T1C-19 and T2A-1) and their non-Bt parental rice MH63 were used in the laboratory test.",,,,,,,
28810884,10070639,2017,Virology journal,A novel method for transmitting southern rice black-streaked dwarf virus to rice without insect vector.,,"Meanwhile, Li and coworkers reported that the transmission efficiencies of SRBSDV by macropterous and brachypterous WBPH adults from infected rice plants to healthy rice seedlings were 23.7% at 15  C, 53.6% at 25  C, and 7.3% at 35  C. By contrast, the virus transmission abilities of SRBSDV in rice plants using the bud-cutting method were determined in detail in this study and the results were confirmed that the bud-cutting method was an efficient persistent-transmitting method with a shorter virus transmission time (30 min) and a higher virus transmission rate (> 80.00%).The rice disease caused by SRBSDV produces symptoms similar to those induced by rice black-streaked dwarf virus (RBSDV) at different growth stages of the host.",,,,,,,
28789694,10032855,2017,Virology journal,Co-infection of two reoviruses increases both viruses accumulation in rice by up-regulating of viroplasm components and movement proteins bilaterally and RNA silencing suppressor unilaterally.,,"SRBSDV is a novel species in genus Fijivirus and transmitted by the white-backed plant hopper (WBPH, Sogatella furcifera), while RRSV belongs to the genus Oryzavirus and is vectored by the brown plant hopper (BPH, Nilaparvata lugens); both vectors, the two major long-distance migratory rice pests in south and southeast Asia, transmit these viruses in a persistent, circulative-propagative manner.",,,,,,,
28326093,9273501,2017,Frontiers in plant science,The Complete Chloroplast Genome of Wild Rice (Oryza minuta) and Its Comparison to Related Species.,,"Oryza minuta, a tetraploid wild relative of cultivated rice (family Poaceae), possesses a BBCC genome and contains genes that confer resistance to bacterial blight (BB) and white-backed (WBPH) and brown (BPH) plant hoppers.",,,,,,,
28789694,10032877,2017,Virology journal,Co-infection of two reoviruses increases both viruses accumulation in rice by up-regulating of viroplasm components and movement proteins bilaterally and RNA silencing suppressor unilaterally.,,"Both isolates were transmitted to a number of Qiuyou-998 rice plants by WBPH and BPH, and grown in insect-proof greenhouses.Five fourth-stage nymphs of WBPH or BPH, which breed on SRBSDV or RRSV infected rice plants for two or three generations, were collected and then moved to each rice seedling at four-leaf stage.",,,,,,,
27045847,7420735,2016,PloS one,Mitochondrial Genome Analysis of Wild Rice (Oryza minuta) and Its Comparison with Other Related Species.,,"O. minuta, a tetraploid wild relative of cultivated rice with a BBCC genome, exhibits the potential to resist against blast blight, bacterial blight (BB), white backed planthopper (WBPH) and brown plant hopper (BPH) diseases.",,,,,,,
27924841,8631980,2016,Scientific reports,Virus altered rice attractiveness to planthoppers is mediated by volatiles and related to virus titre and expression of defence and volatile-biosynthesis genes.,,"They also transmit plant viruses, including Southern rice black-streaked dwarf virus (SRBSDV) by WBPH and Rice ragged stunt virus (RRSV) by BPH.Southern rice black-streaked dwarf virus is a member of the genus Fijivirus in the family Reoviridae.",,,,,,,
27924841,8631966,2016,Scientific reports,Virus altered rice attractiveness to planthoppers is mediated by volatiles and related to virus titre and expression of defence and volatile-biosynthesis genes.,,"The white-backed planthopper (WBPH) and brown planthopper (BPH) are vectors of Southern rice black-streaked dwarf virus (SRBSDV) and Rice ragged stunt virus (RRSV), respectively, which cause serious rice diseases.",,,,,,,
27492995,8011095,2016,Scientific reports,EPG Recordings Reveal Differential Feeding Behaviors in Sogatella furcifera in Response to Plant Virus Infection and Transmission Success.,,"These behavioral alterations may promote virus spread, since a long salivation duration preceding the phloem sap ingestion by the viruliferous vectors can help inoculate the viruses to uninfected plants.When the non-viruliferous WBPH exposed to SRBSDV-infected plants were compared with those exposed to uninfected rice plants, the insects on infected plants were quicker to probe (a shorter DFnp) and probed longer (both PDI and PDE; Table 3), spent more time (both WDE and WDI) in phloem sap ingestion (N4-b) and exhibited fewer probing events (NWEI, with the exception of N4-b; Table 4).",,,,,,,
27531640,8066294,2016,Scientific reports,Tolerance and responsive gene expression of Sogatella furcifera under extreme temperature stresses are altered by its vectored plant virus.,,"Southern rice black-streaked dwarf virus (SRBSDV), a newly emerged fijivirus causing great loss to rice production in eastern and southeastern Asian countries in recent years, is efficiently transmitted by a rice pest, white-backed planthopper (WBPH, Sogatella furcifera) in a persistent, circulative propagative manner and can be considered as an insect virus.",,,,,,,
27300326,7749449,2016,"Rice (New York, N.Y.)",Recent progress on the genetics and molecular breeding of brown planthopper resistance in rice.,,"A recent study showed that indica cultivar ADR52 possesses two major genes Bph25 and Bph26, along with several minor QTLs associated with resistance to BPH, white-backed planthopper (WBPH) and green leafhopper (Srinivasan et al. ).Gene identity helps to clarify the molecular mechanisms of BPH resistance.",,,,,,,
27760223,8395456,2016,PloS one,Asymmetric Spread of SRBSDV between Rice and Corn Plants by the Vector Sogatella furcifera (Hemiptera: Delphacidae).,,"These results add to our understanding of the underlying behavioral mechanisms responsible for the varying virus transmission and spread, and are of significance for assessment of SRBSDV field epidemiology and management of the virus disease.Potted seedlings of a WBPH-susceptible rice variety (Taichung Native 1, TN1) and corn variety (Zhengdan 958) were cultured within 80-mesh insect-proof cages (50 by 50 by 50 cm) in a greenhouse (30 +- 5 C, 15 L: 9 D).",,,,,,,
27924841,8631998,2016,Scientific reports,Virus altered rice attractiveness to planthoppers is mediated by volatiles and related to virus titre and expression of defence and volatile-biosynthesis genes.,,Our study may have important implications for clarifying the interactions in the 'SRBSDV or RRSV-WBPH or BPH-rice' systems and predicting the epidemiological characteristics of these viruses under field conditions.Planthopper behavioural responses to volatile cues from healthy and SRBSDV-infected rice plants were tested by pair-wise choice tests using a Y-tube olfactometer.,,,,,,,
26175461,6190562,2015,Journal of insect science (Online),The Toxicity and Detoxifying Mechanism of Cycloxaprid and Buprofezin in Controlling Sogatella furcifera (Homoptera: Delphacidae).,,"WBPH directly damages rice by feeding, which causes a characteristic yellowing of tissues known as ""hopperburn,"" and indirectly damages rice by vectoring a variety of plant pathogens such as southern rice black-streaked dwarf virus.",,,,,,,
26690414,6839673,2015,International journal of molecular sciences,De Novo Transcriptome Sequencing of Oryza officinalis Wall ex Watt to Identify Disease-Resistance Genes.,,"It has reservoirs of many useful genes for rice breeding, such as resistance to blast, bacterial blight (BB), brown planthopper (BPH), and white backed planthopper (WBPH).",,,,,,,
26633389,6770846,2015,International journal of molecular sciences,Omics-Based Comparative Transcriptional Profiling of Two Contrasting Rice Genotypes during Early Infestation by Small Brown Planthopper.,,Microarray analysis suggested that rice TFs were involved in defense response to BPH attack and over-expression of rice TFs in transgenic rice plants increased resistance to WBPH.,,,,,,,
26633389,6770941,2015,International journal of molecular sciences,Omics-Based Comparative Transcriptional Profiling of Two Contrasting Rice Genotypes during Early Infestation by Small Brown Planthopper.,,"In rice-WBPH interactions, genes involved in auxin signaling such as auxin-responsive protein, auxin efflux carrier component 4, and auxin-responsive protein IAA14 were also strongly suppressed.",,,,,,,
25807055,5730155,2015,Viruses,Facilitation of rice stripe virus accumulation in the insect vector by Himetobi P virus VP1.,,"In addition, all planthopper hosts of HiPV are important insect vectors for rice viruses; the SBPH is the vector for RSV and rice black-streaked dwarf virus, and BPH transmits rice ragged stunt virus and rice grassy stunt virus while WBPH transmits southern rice black-streaked dwarf virus.",,,,,,,
26042106,6024121,2015,Frontiers in microbiology,Editorial: Viruses threatening stable production of cereal crops.,,"SBPH transmits rice stripe virus (RSV) and rice black-streaked dwarf virus (RBSDV), BPH transmits rice grassy stunt virus (RGSV) and rice ragged stunt virus, and WBPH transmits SRBSDV.",,,,,,,
24886295,4630039,2014,BMC plant biology,"Quantitative trait loci identification, fine mapping and gene expression profiling for ovicidal response to whitebacked planthopper (Sogatella furcifera Horvath) in rice (Oryza sativa L.).",,"Two candidate genes, LOC_Os06g09910 and LOC_Os06g09930, were predicted to be phosphopantothenoylcysteine decarboxylase (PPCDC) and a G protein coupled receptor (GPCR), respectively; the others are unknown proteins.To further analyze the molecular mechanism underlying rice WBPH resistance, whole genome transcript profiling using Affymetrix microarrays was performed to examine the expression levels of all of the rice genes in infested and uninfested CJ06 and TN1 plants.",,,,,,,
24886295,4630081,2014,BMC plant biology,"Quantitative trait loci identification, fine mapping and gene expression profiling for ovicidal response to whitebacked planthopper (Sogatella furcifera Horvath) in rice (Oryza sativa L.).",,"Tan et al. also showed that two WBPH-resistance genes in rice share the same loci with those for BPH resistance, suggesting the possibility of common loci conferring resistance to both WBPH and BPH in rice.",,,,,,,
35241961,5494881,2014,International journal of insect science,Impact of Day Intervals on Sequential Infestations of the Rice Leaffolder Cnaphalocrocis medinalis (Guenée) (Lepidoptera: Pyralidae) and the White-Backed Rice Planthopper Sogatella furcifera (Horváth) on Rice Grain Damage.,,"The present study illustrates that different day intervals (DIs) between the sequential infestations of two pest species, the rice leaffolder (RLF) Cnaphalocrocis medinalis Guenee (Lepidoptera: Pyralidae) and the white-backed rice planthopper (WBPH) Sogatella furcifera Horvath (Hemiptera: Delphacidae), have a significant impact on the rice yield loss rate (YLR) and on the carbohydrate contents of rice plants.",,,,,,,
25141278,4912868,2014,PloS one,Virus-mediated chemical changes in rice plants impact the relationship between non-vector planthopper Nilaparvata lugens Stål and its egg parasitoid Anagrus nilaparvatae Pang et Wang.,,45-60 d old plants were fed to BPH and WBPH.Rice variety Y-Liangyou 1 was used in experiment.,,,,,,,
24661747,4412612,2014,Virology journal,"Southern rice black-streaked dwarf virus (SRBSDV) directly affects the feeding and reproduction behavior of its vector, Sogatella furcifera (Horváth) (Hemiptera: Delphacidae).",,It was also reported that both the viruliferous and non-viruliferous WBPH or Rice ragged stunt virus (RRSV)-carrying BPH preferred healthy plants to infected plants which might mean that plant viruses may alter host selection preference of vectors to enhance their spread and that of insects vectoring another virus to result in co-infection with more than one virus.,,,,,,,
24886295,4630100,2014,BMC plant biology,"Quantitative trait loci identification, fine mapping and gene expression profiling for ovicidal response to whitebacked planthopper (Sogatella furcifera Horvath) in rice (Oryza sativa L.).",,"In addition, some nonsynonymous nucleotide substitutions were identified between the resistant CJ06 and susceptible TN1 varieties, implying a functional difference in the resulting amino acid sequences may play an important role in WBPH resistance.These results provide important genetic information for improving rice in that the markers tightly linked to qWL6 could facilitate the incorporation of ovicidal alleles into rice breeding lines and the selection of plants with the ovicidal response.",,,,,,,
24886295,4629967,2014,BMC plant biology,"Quantitative trait loci identification, fine mapping and gene expression profiling for ovicidal response to whitebacked planthopper (Sogatella furcifera Horvath) in rice (Oryza sativa L.).",,"The other three WBHP resistance genes, Wbph3-5, have not yet been mapped to the rice genetic map.",,,,,,,
24886295,4630062,2014,BMC plant biology,"Quantitative trait loci identification, fine mapping and gene expression profiling for ovicidal response to whitebacked planthopper (Sogatella furcifera Horvath) in rice (Oryza sativa L.).",,"We also examined the expression of the other five candidate genes (LOC_Os06g09920, LOC_Os06g10010, LOC_Os06g10030, LOC_Os06g10050 and LOC_Os06g10090), but they did not display any differential expression (data not shown).The WBPH Sogatella furcifera Horvath is a serious insect pest throughout the rice-growing regions of the world, and it has become one of the major threats to rice crops throughout Asia, damaging plants both through its feeding behavior and as a viral vector.",,,,,,,
25141278,4912869,2014,PloS one,Virus-mediated chemical changes in rice plants impact the relationship between non-vector planthopper Nilaparvata lugens Stål and its egg parasitoid Anagrus nilaparvatae Pang et Wang.,,"It is a rice variety susceptible to SRBSDV and the dominant indica hybrid rice in Zhejiang province, China.Vector WBPH and non-vector BPH were collected from paddy fields of the China National Rice Research Institute (CNRRI), Hangzhou (119.95 E, 30.07 N).",,,,,,,
